Product Name,Product Image,Product URL,Product Description
Fab Fig Tree,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-09.jpg?v=1694364290,https://proof.com.sg/products/fiddle-leaf-fig-tree-in-mossed-english-plante,"Fiddle Leaf Fig Tree in Mossed English planter
Our most popular tree and a designer favorite, this faux fiddle leaf fig tree is made on a natural wood trunk and planted in a naturally mossed terra cotta planter. Perfect for any room in your house, you'll love how easy this tree is to maintain and keep looking fresh for years and years to come.- Overall Dimensions: 36"" diameter x 75"" tall- Composed of: fiddle leaf fig tree on wood trunk; terra cotta planter"
Magnificent,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-03.jpg?v=1694364716,https://proof.com.sg/products/magnolia-and-twig-bouquet-in-tall-cylinder,"Magnolia and Twig Bouquet in tall cylinder
Velvet like buds burst open with magnificent faux magnolia blooms accented by the evergreen of the glossy leaves. This is an elegant bouquet worth showing off on a table in your foyer or on a living room sideboard.- Overall Dimensions: 24"" diameter x 32"" tall- Composed of: magnolias, curly willow; glass vase"
Painted Leaves,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-02.jpg?v=1694364891,https://proof.com.sg/products/copy-of-magnolia-and-twig-bouquet-in-tall-cylinder,"Begonia Leaves in Bottle
The painted leaf begonia originates from India and was cultivated not for her small pink flowers but rather for her showy, colorful foliage. Notoriously finicky, the real plants are hard to care for so we've designed the perfect no-fuss statement piece - a lush faux bouquet arranged in a contemporary bottle-shaped vase.- Overall Dimensions: 22"" diameter x 28"" tall- Composed of: begonia leaves; glass bottle"
Sihouette,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-11.jpg?v=1694365048,https://proof.com.sg/products/cream-phalaenopsis-orchids-5-stems-in-cane-basket,"Cream Phalaenopsis Orchids in Cane Basket
A winning combination of graceful faux phalaenopsis orchids planted in a bohemian style cane basket is guaranteed to liven up space, whether on a large coffee table or kitchen island.Our lifelike arrangements are made from the highest quality materials: Natural-touch fabrics, real bamboo, preserved moss, etc. for years of enjoyment.
- Overall: 28'' H x 22'' W x 22'' D
- Vase: 12'' D x 12'' W"
Peek-A-Book Desk,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/peekabook2.png?v=1698822806,https://proof.com.sg/products/peek-a-book-desk,"A feather-light structure and the beauty of an uninterrupted saddle-leather surface. Handmade delicate carvings and cold markings create delicate graphic decorations on its surface.Designed by Roberto Lazzeroni, the Peek-a-Book desk embodies all of the typical elegance and comfort of a Poltrona Frau office, ushering it into the domestic setting. Lazzeroni envisages a generous work surface and a design that revisits the materials, warmth and style of his residential collections while at the same time guaranteeing all of the functions of a “genuine” office desk."
Iren Desk,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/irendesk3.png?v=1698822080,https://proof.com.sg/products/iren-desk,"In the world of Japanese calligraphy there is an invisible but deliberate continuity between points, lines and characters called “iren” (意連). This continuous motion ensures that there is a perfect harmony between the symbols even though they appear divided."
Mi Low Cabinet,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Capture_92f03c67-54c6-4154-873b-a03fe4640b89.png?v=1698821019,https://proof.com.sg/products/mi-low-cabinets,"A game of solids and voids, an attentive study of materials and forms and a design approach which operates by subtraction until it achieves the perfect balance between simplicity and elegance. The Mi storage units designed by Neri & Hu for Poltrona Frau play around with light, shade and transparencies to conceal or reveal the objects they house."
Mi High Cabinet,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/micabinet2.png?v=1698820588,https://proof.com.sg/products/mi-high-cabinets,"A game of solids and voids, an attentive study of materials and forms and a design approach which operates by subtraction until it achieves the perfect balance between simplicity and elegance. The Mi storage units designed by Neri & Hu for Poltrona Frau play around with light, shade and transparencies to conceal or reveal the objects they house."
In the Mood 3 Seater Sofa,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/moodsofa6.png?v=1705973405,https://proof.com.sg/products/in-the-mood-sofa,"Designed by Jean-Marie Massaud for Poltrona Frau, the In the Mood seating system was conceived to allow fabric and leather express themselves as expanses of soft and welcoming surfaces. A strongly horizontal design for a sofa of sophisticated simplicity that wears both finishes with consummate sartorial elegance."
Pierre Rectangle Coffee Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/pierrelong1.png?v=1698819591,https://proof.com.sg/products/pierre-small-table,"In designing the Pierre tables, Jean-Marie Massaud carries out an in-depth study of the material, exploring the maximum expressive potential of marble in a completely original way.
The structure of the side tables consists of an L-section aluminium shelf and an underlying base made from tubular steel. The entire product is lacquered with a burnished finish. The thin shelf supports the marble tops, highlighting their thickness and beauty without artifice."
Pierre Square Coffee Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/pierre1.png?v=1698818986,https://proof.com.sg/products/pierre-small-square-table,"In designing the Pierre tables, Jean-Marie Massaud carries out an in-depth study of the material, exploring the maximum expressive potential of marble in a completely original way.
The structure of the side tables consists of an L-section aluminium shelf and an underlying base made from tubular steel. The entire product is lacquered with a burnished finish. The thin shelf supports the marble tops, highlighting their thickness and beauty without artifice."
Volare Bed,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/VOLAREbed5.png?v=1698817538,https://proof.com.sg/products/volare-bed,"With Volare, Roberto Lazzeroni outlines his light and airy vision of the classic four-poster bed. The precise design gives rise to a large structure, luxurious in terms of its processing and natural materials, yet discrete and measured at the same time."
Full TV Cabinet,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/fulltv1.png?v=1698978617,https://proof.com.sg/products/full-tv-cabinets,"A TV Cabinets that integrates with the Full family of storage units made for the living room and bedroom. Designed by Roberto Lazzeroni in 2020, Full TV, available in two different sizes, has a structure and base made in solid American walnut. It is characterized both by its horizontally elongated volumes and by the many possibilities for customization it offers."
NeverFull Mid Cabinet,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/NeverFull2.jpg?v=1698978494,https://proof.com.sg/products/neverfull-high-cabinets,"Born from the creativity of Roberto Lazzeroni in 2014, the Neverfull line is a reinterpretation of classic furniture. Made of solid American walnut and veneered plywood, it has doors and sides upholstered with solid walnut strips that are applied alongside each other by hand. This gives a strong visual impact which is accentuated by the dualism of materials: American walnut on the outside, light maple on the inside."
Bean Desk,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/beandesk1.png?v=1699421397,https://proof.com.sg/products/bean-writing-desk,"The desk, designed by Roberto Lazzeroni in 1990, takes its name from the original bean shape. Refined in its aesthetic and technical details, it interprets the excellence of Made in Italy, which blends the designer's vision, refined materials, hands-on knowledge, and industrial precision. 
It's in the DNA of Ceccotti Collezioni create a product with a distinctive identity and high manufacturing quality, every time. 
Just like Bean, which is created with solid American walnut. Every single phase is carried out with respect for woodworking traditions and with attention to the smallest details: it takes more than two weeks to assemble its 346 parts, which are glued together without screws. 
It then takes twelve hours for finishing and eight for painting, a process that surpasses some of the dynamics of mass production: to this day each piece is subject to visual and manual inspections to verify the accuracy of the joints, such as by passing millimetre-thick sheets between the drawers to check the tolerances."
Vossia Mid Swivel Armchair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/vossiamid7.jpg?v=1698977846,https://proof.com.sg/products/vossia-mid-swivel-armchair,"Designed by Giuseppe Casarosa, Vossia is an elegant directional chair made from FSC-certified solid American walnut wood. The curved poplar plywood backrest has polyurethane foam padding. The five-star swivel castor base is made from brushed aluminum with a bronze finish."
Árbol Side Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/arbolside2.jpg?v=1698977570,https://proof.com.sg/products/arbol,"The Árbol is the most recent side table that has been added to Ceccotti’s collections. Designed by Jaime Hayon, it adds personality to any space, from residential to commercial interiors, and can be matched with the T-Bone armchairs."
T-Bone Armchair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/t-bone7.jpg?v=1698977215,https://proof.com.sg/products/t-bone-armchair,"After the Twenty Two, Jaime Hayon designed the T-Bone: an iconic, sculptural armchair that overturns the concept of interior design and Ceccotti’s traditional style of products, which has always been associated with the sinuosity of bent wood. The frame has actually been conceived as a set of single finished parts that harmoniously interact with each other."
Evenmore Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/evenmore4.jpg?v=1698976938,https://proof.com.sg/products/evenmore-table,"Table made in solid American walnut or ash. Top in wood veneered poplar plywood, 8 mm visarm glass or marble."
Archibald Armchair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/179.png?v=1706172299,https://proof.com.sg/products/archibald-armchair-1,"The Archibald by Jean-Marie Massaud is the perfect combination of substance and form, the armchairs and poufs boasting a comfortable and enveloping design ideal for meditation and relaxation. The breadth and depth of the seat is balanced by its thin feet for an agile and slender overall effect.

In the Archibald armchair the leather upholstery, pleasantly wavy thanks to a series of vertical folds, is embellished along the edges and external surfaces by contrast stitching, giving it an ext"
Gioia Tavolo Table Lamp,https://cdn.shopify.com/s/files/1/0093/8033/1583/products/Capture_1302f215-e440-4cbe-81e3-4d1ecf582e4f.png?v=1693756708,https://proof.com.sg/products/mito-gioia-tavolo,"In the workspace, home office, for smaller tables: Gioia tavolo is versatile. The luminaire's head and body can be rotated 360°, with the typical Occhio features and an add-on: focus light – for concentrated work."
Gioia Equilibrio Table Lamp,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Productimages_Occhio-01.jpg?v=1693757217,https://proof.com.sg/products/mito-gioia-equilibrio,"Brightness wherever you want it. Light exactly as you need it. Infinite movability, as you have always dreamed of. The fascinating feeling of levitation – in an ever-changing sculptural silhouette."
Gioia Lettura Floor Lamp,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Productimages_Occhio-06.jpg?v=1693757247,https://proof.com.sg/products/mito-gioia-lettura,"Whether room or reading light: With its powerful light, Gioia lettura can be adjusted at any time in height, direction, light colour and intensity to meet the most diverse needs. Experience the magic!"
Always and Forever,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-18.jpg?v=1694364161,https://proof.com.sg/products/always-and-forever,"Peonies and lilac in vase with gold
Beautiful and timeless, a bouquet of garden-picked peonies and lilacs brings your table to life. The gold base on the glass vase adds an elegant touch while the faux blooms remain always and forever fresh.
Overall Dimensions: 17"" diameter x 19"" tallComposed of: peonies and lilacs; glass vase with metal base"
Ode A La Rose,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-15.jpg?v=1694364840,https://proof.com.sg/products/mixed-roses-in-ribbed-vase,"Mixed roses in ribbed vase
It is perfect for dresser or coffee table
- Overall Dimensions: 12""l x 8""w x 11""h- Container Dimensions: 5.5""l x 2.5""w x 5.5""h"
Fountain Palm,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-16.jpg?v=1694364354,https://proof.com.sg/products/fountain-palm-in-modern-planter,"Fountain palm in modern planter
It is perfect for coffee table or Consoles
- Overall Dimensions: 18"" diameter x 18"" tall- Container Dimensions: 6"" diameter x 5.75"" tall"
Split Philo,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-17.jpg?v=1694365096,https://proof.com.sg/products/split-philo-plant-3-feet,"Split philo plant, 3 feet, in cream fiberstone planter
It is perfect for entry way
- Overall Dimensions: 36"" diameter x 41"" tall"
White Whisper,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-19.jpg?v=1694365268,https://proof.com.sg/products/white-hydrangea-in-glass-cylinder,"White hydrangeas in glass cylinder
Heavenly White Hydrangeas

- Overall Dimensions: 12"" diameter x 12"" tall- Container Dimensions: 6"" diameter x 6"" tall"
Pretty Perfect,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-08.jpg?v=1694364948,https://proof.com.sg/products/large-peony-bouquet-in-glass-bowl,"Large peony bouquet in glass cylinder
Perfect for dining table or coffee table

- Overall Dimensions: 12"" diameter x 12"" tall- Container Dimensions: 6"" diameter x 6"" tall"
Tangerine Dream,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-05.jpg?v=1694365220,https://proof.com.sg/products/salmon-phalaenopsis-2-stems-in-ribbed-mossed-planter,"Salmon phalaenopsis, 2 stems, in ribbed mossed planter
Perfect for coffee table or kitchen counter
- Overall Dimensions: 22""d x 25""h- Container Dimensions: 8""d x 4""h"
Instant Style,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-13.jpg?v=1694364583,https://proof.com.sg/products/white-peony-blossom-in-glass-bowl,"White peony blossom in glass bowl 
Perfect for vanity or desk
- Overall Dimensions: 6"" diameter x 7"" tall- Container Dimensions: 4"" diameter x 3.5"" tall"
Light The Way,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/DianeJames-06.jpg?v=1694364664,https://proof.com.sg/products/small-phalaenopsis-3-stems,"Small phalaenopsis, 3 stems, in low mossed planter
Perfect for coffee table or dresser
- Overall Dimensions: 16""d x 18""h- Container Dimensions: 8.5""d x 3""h"
Celebrity Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/products/Capture_6f891ead-6adf-4e63-a318-aca053e8f53d.png?v=1658113351,https://proof.com.sg/products/sartori,"Celebrity collection has been planned for those who want to dare and furnish their rooms in an innovative way by breaking rules to get over tradition. With this collection, Sartori firm proposes a concept of minimalist design rug that suits perfectly contemporary rooms and demands of modern interior design. All these collection rugs are handmade and achieved with fine wool."
Sequins Border Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/products/Capture_bd2847c3-f714-4392-b475-6fa9e18419c3.png?v=1658131801,https://proof.com.sg/products/tufenkian,"Sequins Border Nickel was handcrafted in Nepal of Himalayan wool, silk and linen using our premium Shakti weave. Barbara Barry created a lively carpet of cascading pearls to shimmer across the floors. This area rug creates a celestial feel with an elegant grey field of hand knotted Himalayan wool and golden droplets of silk and linen. The pile has an average height of about 0.28 inches and has a soft, luxurious feel."
Arching Lattice Freshwater Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/products/Capture_5c168791-8fe6-4fe1-92b1-c6e1db058a97.png?v=1658132935,https://proof.com.sg/products/arching-lattice-rug,"Eloquent, undulating waves of silk on a field of our finest wool, Arching Lattice is a popular design for custom staircases and runners. The pale, creamy wool detailed in subtle gold silk will brighten any space. Hand knotted of Tibetan wool and silk, this rug has a pile height under 1/3 of an inch."
Arching Lattice Auburn Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/products/Capture_72c4053e-442f-4eab-a6ea-5ebcacb22a55.png?v=1658137015,https://proof.com.sg/products/arching-lattice-auburn-rug,"Eloquent, undulating waves of silk on a field of our finest wool, Arching Lattice is a popular design for custom staircases and runners. The pale, creamy wool detailed in subtle gold silk will brighten any space. Hand knotted of Tibetan wool and silk, this rug has a pile height under 1/3 of an inch."
Effervescence De Chine Grey Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/products/Capture_4eaca5f4-3072-41f1-81f5-533a5db0464e.png?v=1658137812,https://proof.com.sg/products/effervescence-de-chine-grey-rug,"Effervescence Blanc de Chine was handcrafted in Nepal of the finest wool and silk under our strict environmental and social practices. Effervescence is a beloved carpet designed by world renowned designer Barbara Barry, rich with movement and optimism. Our premium Shakti weave was used in this design with both cut and uncut loops which give the carpet ample depth and texture, the average pile height is about 0.28 inches. The background of Effervescence Blanc de Chine is a warm grey of uncut loop pile which is layered with pale blue circles and golden beige silk accents."
Burano Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/products/Capture_b7948f27-01fc-44c7-8ebb-fc547c251ef3.png?v=1658195223,https://proof.com.sg/products/burano-rug,"Burano collection includes a wide range of models with plain colours or special designs, planned to be recreated for custom-made rugs. Burano modern rugs are achieved on a wooden loom with the use of handspun wool and dyed with vegetable colours. They stand out for simple and elegant design."
Luoghi Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/products/A7401071.jpg?v=1658912896,https://proof.com.sg/products/gt-design,"Lightness and warmth is the predominant features of this collection of rugs in hand-painted wool. Light rugs that were inspired by surfaces weathered by time, bringing an element of the past to the most sophisticated interior design projects. Entirely hand-painted on both sides, they combine the hard-wearing properties of the wool with the uniqueness of the colors, making each piece unique and unrepeatable. The hand-stitching and the modular features of the individual elements help the designer shaped this textile paintings. They combine elegance and function and create a unique atmosphere wherever they are."
Railway Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/products/Capture_1c47eb25-89fe-4308-ab0b-0d93d6e12219.png?v=1658211730,https://proof.com.sg/products/woodnotes,"Classic Woodnotes paper yarn carpet. The strength and durability of paper yarn derive directly from wood fibre. The compactness of the wood fibres and the tight weave of Woodnotes paper yarn carpet ensure that the paper yarn carpet does not gather dust, nor does any dust or fiber come off the carpet, which is an important feature especially for dust allergy sufferers. Materials and dyes are safe for health."
Pecan Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/PECANRUG.png?v=1698816834,https://proof.com.sg/products/pecan-carpet,"A soft, warm and full-bodied surface. A soft extension of the bed or seat on which to stretch out, curl up, play, relax, read and walk barefooted. The Pecan rugs stem from in-depth Simona Cremascoli research into tricot processing and are handmade using an exclusive technique.

The wool yarn is completely wrapped around a jute core, which makes up the structure. In this way the rug has no distinct front or back but can be used on both sides with an even softer and more comfortable effect. Full-bodied and resistant, jute gives it strength and dynamism."
Sherazade Basket,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/SHERAZADE.png?v=1698816360,https://proof.com.sg/products/sherazade-basket,"The Sherazade outdoor baskets, designed by Simona Cremascoli, are made from a polypropylene braid sewn together. Combined with the outdoor rug of the same name, the baskets come with two fabric handles and are available in two sizes: the large basket is perfect for holding pots and plants, while the small basket is designed to hold cushions, blankets and accessories. A touch of colour to personalise indoor and outdoor spaces and carefully store your items and accessories."
Solaria 3-Seater Sofa,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Capture_fd155818-7778-4c7d-9dec-b6fd4359a503.png?v=1698816201,https://proof.com.sg/products/solaria-3-seater-sofa,"Comfort and master craftsmanship typical of Italian design. Available with two or three seats, with end or corner elements, the outdoor sofas are modular and, thanks to the option of adding backrests and armrests, allow for a variety of configurations: linear or island."
Sparkler Lamp,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Capture_6935effc-d64f-45ee-9e01-8430e81d5684.png?v=1698818953,https://proof.com.sg/products/sparker-large-lantern,"Sparkler outdoor lamps create an enchanting atmosphere through light sculptures that decorate outdoor spaces of all kinds. Available in three sizes: the large floor lantern, the medium floor lantern and the small table lantern, they are made from a lacquered powder-coated aluminium frame on which a 0."
Bob Outdoor Side Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/babsidetable1.png?v=1698815448,https://proof.com.sg/products/bob-outdoor-table-1,"A side table for outdoors with a simple design and clean-cut lines, making for a highly versatile piece of furniture. Bob is the outdoor version of the best-seller model of the same name designed by Jean-Marie Massaud in 2006, and completes the range of Boundless Living Outdoor Collections by Poltrona Frau."
Sherazade Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/ECRU.png?v=1698810913,https://proof.com.sg/products/sherazade-rug,"The double-sided Sherazade outdoor rugs designed by Simona Cremascoli evoke a sense of wholesomeness and atmosphere. Matching the outdoor baskets of the same name, the rugs are made of polypropylene braid stitched together and have clearly visible stitching points that become an aesthetic motif."
Grand Vizier Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/GRANDVIZIERlg.png?v=1698810337,https://proof.com.sg/products/grand-vizier-rug,"The double-sided Sherazade outdoor rugs designed by Simona Cremascoli evoke a sense of wholesomeness and atmosphere. Matching the outdoor baskets of the same name, the rugs are made of polypropylene braid stitched together and have clearly visible stitching points that become an aesthetic motif."
Outdoor Cushion,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Capture_ef4c3984-63e8-4b16-920b-41164de89547.png?v=1698810255,https://proof.com.sg/products/outdoor-cushion,"The line of decorative cushions for outdoor use adds a touch of decorative flair and stylishly transforms the entire space. They can be used to complement all the seating in Poltrona Frau's Boundless Living Outdoor Collections, from outdoor armchairs and small armchairs to sofas."
Solaria Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/solariatable1.png?v=1698809113,https://proof.com.sg/products/solaria-table,"Design with clean-cut lines. The outdoor side tables, made of solid teak wood with a stainless steel base, form part of the Solaria outdoor collection, designed by Ludovica + Roberto Palomba. They come in square and rectangular versions, with single or double tops."
The Secret Garden 2-Seater Sofa,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/gardensofa5.png?v=1698808810,https://proof.com.sg/products/the-secret-garden-2-seater-sofa,"Outdoor spaces for an informal lifestyle. The two-seater outdoor sofa in teak with a natural finish is a versatile piece of furniture for terraces, patios, verandas, rooftops and decks of yachts and ships. The narrow, organic design is an expression of flawless craftsmanship."
The Secret Garden Coffee Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/GARDENSMALL1.png?v=1698807368,https://proof.com.sg/products/the-secret-garden-table,"Design with clean-cut lines and materials reminiscent of Mediterranean culture, the outdoor tables are the ideal furnishing accessory to complete outdoor environments such as gardens, terraces, rooftops, verandas and poolside areas, in both residential and contract settings."
The Secret Garden Dining Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/secretgardendining1.png?v=1698805179,https://proof.com.sg/products/the-secret-garden-dining-table,"Practicality combined with master craftsmanship. The teak wood outdoor dining table in a natural finish furnishes spaces on the border between indoors and outdoors, such as patios and verandas, to more open air settings, such as gardens, terraces and decks of yachts and ships, in both residential and contract settings."
Bertoia Molded Shell Side Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/420PL_IN-WH_W_FZ.jpg?v=1711102980,https://proof.com.sg/products/knoll,"Innovative, comfortable and strikingly handsome, Harry Bertoia's side chair's delicate filigree appearance belies its strength and durability.
The Bertoia side chair is available with a seat pad or fully upholstered. A back pad is also an option for the version with seat pad. The Knoll logo is stamped into the base of the chair."
Saarinen Dining Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/saarinendining.jpg?v=1698992043,https://proof.com.sg/products/saarinen-dining-table,"Eero Saarinen vowed to address the ""ugly, confusing, unrestful world"" he observed underneath chairs and tables - the so-called ""slum of legs."" A five-year design investigation led him to the revolutionary Pedestal Collection, introduced in 1958."
Liz Wood Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/lizwood5.jpg?v=1698991413,https://proof.com.sg/products/liz-wood-chair-1,"Elegant solid wood feet support this upholstered chair. The seat and back are made of stretched high-tech fabric, elastic but at the same time holding its shape, with foam lamination. It is possible to choose from various sizes and designs. Also available: the classic Liz Chair and the stackable Liz-M Chair."
Teresa Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/teresa1.png?v=1698976167,https://proof.com.sg/products/teresa-chair,"With its sinuous and soft lines, Teresa, designed by Roberto Lazzeroni, is the perfect choice for customers who are looking for elegance and comfort. It combines functionality with aesthetic, thanks to its ergonomic shapes and refined silhouette. Ideal for the dining room or office or even a hotel room, this chair is made from solid American walnut or ash wood, two materials that ensure stability and strength."
Car Diffuser (Case only),https://cdn.shopify.com/s/files/1/0093/8033/1583/files/yellow.png?v=1698805599,https://proof.com.sg/products/poltrona-frau-car-diffuser-and-refill-set-sold-separately,"Poltrona Frau and Acqua di Parma, two companies synonymous with consummate Italian craftsmanship and luxury, have combined their expertise to create the Car Diffuser.

Designed by the award-winning GamFratesi duo, the Car Diffuser is upholstered by a case in fine Pelle Frau® leather, designed to meet all the resistance and safety requirements of the automotive sector. Straightforward and intuitive in terms of both its function and assembly, the  Car Diffuser is easily attached to the car’s air vent using a specific magnetic support. By switching it “On” and activating the ventilation system, the air passes through the scented refill and disburses the fragrance throughout the car.
The Car Diffuser uses solid fragrances enclosed in special “pearls”, which are in turn contained in the refills. These are interchangeable at any time. They can be purchased separately to cater for personal taste, depending on the journey or the moment: you can choose your favourite scent from among the classic Acqua di Parma fragrances or go for the special Milano essence, created exclusively for Poltrona Frau.
The case is available in the colours yellow, dark grey and brown, designed to harmoniously match the grey body interior. The ""Acqua di Parma meets Poltrona Frau"" logo features at the centre of the diffuser.

Packaging: Round hat box lined internally and externally with Giallo Acqua di Parma card and paper. Diameter approx. 105 mm for a height of approx. 85 mm.
 
Every refill lasts for an average of 60 hours with moderate use. To minimise their environmental impact, the capsules are recyclable."
Car Diffuser (Refill only),https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Capture_0deaa69d-5dae-4791-94e6-d4785a612ee4_1.png?v=1698800808,https://proof.com.sg/products/poltrona-frau-car-diffuser-refill-only,"Poltrona Frau and Acqua di Parma, two companies synonymous with consummate Italian craftsmanship and luxury, have combined their expertise to create the Car Diffuser.
 
Designed by the award-winning GamFratesi duo, the Car Diffuser is upholstered by a case in fine Pelle Frau® leather, designed to meet all the resistance and safety requirements of the automotive sector. Straightforward and intuitive in terms of both its function and assembly, the  Car Diffuser is easily attached to the car’s air vent using a specific magnetic support. By switching it “On” and activating the ventilation system, the air passes through the scented refill and disburses the fragrance throughout the car.
The Car Diffuser uses solid fragrances enclosed in special “pearls”, which are in turn contained in the refills. These are interchangeable at any time. They can be purchased separately to cater for personal taste, depending on the journey or the moment: you can choose your favourite scent from among the classic Acqua di Parma fragrances or go for the special Milano essence, created exclusively for Poltrona Frau.
The case is available in the colours yellow, dark grey and brown, designed to harmoniously match the grey body interior. The ""Acqua di Parma meets Poltrona Frau"" logo features at the centre of the diffuser.

Packaging: Round hat box lined internally and externally with Giallo Acqua di Parma card and paper. Diameter approx. 105 mm for a height of approx. 85 mm.
 
Every refill lasts for an average of 60 hours with moderate use. To minimise their environmental impact, the capsules are recyclable."
Mandala Movable Backdrop,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/PL-34.jpg?v=1698055431,https://proof.com.sg/products/mandala,"Mandala backdrops are made of Rope cord, a Paola Lenti signature material, which is used to weave by hand many outdoor seating pieces and to produce the rugs in the High Tech collection.
The backdrop is composed of rigid aluminium rings assembled in such a way as to create a geometric design.
The covering of the rings and the bands connecting them to one another are made of Rope cord."
Sciara Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Sciaratable1.png?v=1699421299,https://proof.com.sg/products/sciara-table,"The Sciara top décor is made by hand and makes each single piece unique. The material, the particular production process and technique lead to different patterns on each element, which in turn form tops, which are different from one another, even within the same batch. Irregularity is the featuring characteristics of this production process.
The lava stone elements composing the tops of Sciara can be used also to cover and decorate vertical surfaces.
This product can be used also in interior environments.
We advise to use a Winter Set protection cover."
Kiti Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/kiti1.png?v=1699003361,https://proof.com.sg/products/kiti-chair,"The Kiti chair is a stackable chair varnished in avorio or grafite colour or gloss. A seat pad is necessary for complete seating comfort. 
This product can be used also in interior environments.
We advise to use a Winter Set protection cover."
Telar Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/telar.png?v=1699002439,https://proof.com.sg/products/telar-chair,"The series Telar also includes an armchair, a two-seater sofa, a chaise longue, a sun bed and a pouf. 
This product can be used also in interior environments.
We advise to use a Winter Set protection cover."
Zoe Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/PL-11-2.jpg?v=1693673674,https://proof.com.sg/products/zoe-rug,"Zoe is a rug for exterior and interior environments created with a one-, two-colour or mélange cord. 
This rug is available in three versions.
Version 1This version is created by sewing together 30 x 30 cm modules.The cord is winded up in spiral-like designs which are then sewn with a non-orthogonal positioning which creates a geometric pattern on the rug’s extremities.Only one colour can be chosen.
Version 2This version is created by sewing together 30 x 30 cm modules.The cord is winded up in spiral-like designs which are then sewn with an orthogonal placement.In the spaces between the modules, handmade designs are inserted, which adapt to the size of the spaces and thus assume different shapes.Two colours can be chosen: the colour of the modules and the colour of the design.
Version 3This version consists of a single round element which is created by winding up the cord.Only one colour can be chosen.
The round rug can be also produced with a contrasting border: two colours can be chosen for Rope, Aquatech or Twiggy cord.
Upon request, it is possible to create rugs joining round modules with custom dimensions into personalised configurations."
